Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description,HasTraverse,HasSloper,Hascrimp,Hassloper,Hastraverse,Hasarete,Hasjug,Hasundercling,Hascave,Hasroof,Haspinch,Hasmantle
Flight Attendant,Flight Attendant Rock > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725548/flight-attendant,2.7,-1,Boulder,V4,1,15,33.98306,-116.15544,"[<div class=""fr-view""><p>Thin but positive edges on dark patina lead up the overhanging prow to a crux dyno/reach to a shallow dish and a finishing mantle.Â </p><p>Great moves on stellar rock make this a favorite of the area.</p><ul><li>If your fingers want more crimping, do the sit-start (V7).</li></ul></div>, <div class=""fr-view"">On the northeast prow of a small boulder just just east of the sharp <a href=""https://www.mountainproject.com/route/106159656/gibbs-arete"">Gibbs Arete</a>.</div>, <div class=""fr-view"">A pad or two, a spotter is nice for the top section</div>]",0,0,1,0,0,1,0,0,0,0,0,1
Patina Slab,Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106114357/patina-slab,1.6,-1,Boulder,V-easy,1,15,34.01842,-116.16884,"[<div class=""fr-view"">This climbs the center of the slab to the left of Â“ChunkersÂ”. A high step over a low incut section leads to a few unexciting moves up edges and smears. ItÂ’s about 5.9. Flat landing.</div>, <div class=""fr-view"">Whatever.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
High Heeled Sneakers,Cap Rock > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106161768/high-heeled-sneakers,3,-1,Boulder,V5,1,18,33.98965,-116.16317,"[<div class=""fr-view"">This problem is encountered after about  125 yards, when approaching from the parking lot. This is a slick thin crack with a cruxy face at the top. Don't fall! Not much chalk on this one. </div>, <div class=""fr-view"">Skill.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
[Redacted],Camp Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106161778/redacted,2.3,-1,Boulder,V1,1,10,33.98365,-116.15426,"[<div class=""fr-view"">On the north side of the boulder, sit start at the right end of a horizontal crack, move left and finish with a blunt arete above a small roof.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,1,0,0,0,1,0,0
Tinkerbell's Anus,Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106643980/tinkerbells-anus,3,-1,Boulder,V2,1,12,34.04548,-116.10464,"[<div class=""fr-view"">SDS at jugs and work out right and then back left onto the smooth brown slab using nice but sharp incut edges and the occasional pocket, the largest being called "" Tinkerbell's Anus"". Interesting moves on great rock.</div>, <div class=""fr-view"">Right side of the west face.</div>, <div class=""fr-view"">Pads, spotter</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Unnamed Variation,No Name Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106345847/unnamed-variation,2.3,-1,Boulder,V2,1,12,34.02853,-116.14534,"[<div class=""fr-view"">Start on lower rail, and paste the feet.   Go for a right crimp then fire up to the left sidepull on the original.   Finish as for <a href=""https://www.mountainproject.com/route/106345838/unnamed"">Unnamed</a>.</div>, <div class=""fr-view"">Lower start to <a href=""https://www.mountainproject.com/route/106345838/unnamed"">Unnamed</a>.</div>, <div class=""fr-view"">Pads</div>]",0,0,1,0,0,0,0,0,0,0,0,0
Steam Train,Big Dike Boulders > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106127818/steam-train,2.6,-1,Boulder,V2,1,18,34.02579,-116.15719,"[<div class=""fr-view"">This starts at a crack and traverses diagonaly left along a dike. Either walk to the right rear of the rock and hop across to the ""Big Dike"" boulder and down it's back side or down-climb the crack.</div>, <div class=""fr-view"">Pads and spotters.</div>]",1,0,0,0,1,0,0,0,0,0,0,0
Use What I Got,Scoop Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106708408/use-what-i-got,3,-1,Boulder,V2,1,15,34.01282,-116.17926,"[<div class=""fr-view"">Work up the dished-out face midway to the crux where it suddenly gets steep and a delicate and committing smearing sequence demands your attention. Once past the angle kicks back and it's easy friction to the top.   <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Left side of the east face near an arete.</div>, <div class=""fr-view"">Pad, spotter</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Dripper Right,Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106360122/dripper-right,3,-1,Boulder,V1,1,16,33.94673,-116.07239,"[<div class=""fr-view"">Start up a slanting rail to it's apex and then reach high for the start of left-slanting flake which culminates with an exciting mantel over a bulge. Finish up easy face to the top. <br/> <br/> Downclimb by heading to the left and then down a slab with some knobs which will get you onto the shelf above Driblet, where a quick hand traverse and final easy corner will get you to the ground (see photo).</div>, <div class=""fr-view"">Right of center on the West Face.</div>, <div class=""fr-view"">pads, spotter</div>]",1,0,0,0,1,0,0,0,0,0,0,0
Chocolate Roof Right,Chocolate Roof > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989643/chocolate-roof-right,2.4,-1,Boulder,V3,1,20,34.06282,-116.22616,"[<div class=""fr-view"">Start on the left side of the roof.   Traverse underneath the overhang, and round the arete on the far right.   Continue along rightwards to good handholds, then launch for the lip of the boulder and mantle it out.</div>, <div class=""fr-view"">climbs the roof on the far right side, where there is no roof!</div>, <div class=""fr-view"">Pads</div>]",1,0,0,0,1,1,0,0,0,1,0,1
Semi-Precious (aka  Poorman's Stem Gem),Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126587/semi-precious-aka-poormans-stem-gem,2.3,-1,Boulder,V0+,1,15,34.01215,-116.16238,"[<div class=""fr-view"">This climbs the scooped face, several feet left of <a href=""https://www.mountainproject.com/route/106126580/hot-and-juicy"">Hot and Juicy</a> (5.8).</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Scissorlock,Voices Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725479/scissorlock,1.7,-1,Boulder,V1,1,10,34.02038,-116.16562,"[<div class=""fr-view"">Located just right of <a href=""https://www.mountainproject.com/route/105725476/voices-arete"">Voices Arete</a> (V-easy) on the west face of the  Voices Boulder. <br/> <br/> This is a technical lieback problem with slippery hand and footholds that require a bit of thought. Tough for the grade and best done when shady or cool.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Scoop Problem,Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111704783/scoop-problem,2.5,-1,Boulder,V2,1,11,34.01824,-116.16346,"[<div class=""fr-view"">Start with hands on good holds, then move into the scoop and high gastons from which the crux moves allow the rounded mantle finish to be reached.</div>, <div class=""fr-view"">North end</div>, <div class=""fr-view""><p>Pads and spotter to keep you out of the bush</p></div>]",0,0,0,0,0,0,0,0,0,0,0,1
Newton's Law,Newton's Law Boulder > Planet X Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112814257/newtons-law,2.6,-1,Boulder,V5,1,15,33.99586,-116.15628,"[<div class=""fr-view"">Start at the obvious jug about 6' up, move out right and up using friction dependent slopers.</div>, <div class=""fr-view"">North side of the block</div>, <div class=""fr-view"">pad</div>]",0,0,0,1,0,0,1,0,0,0,0,0
Chuckawalla Roast,Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106043727/chuckawalla-roast,2.2,-1,Boulder,V1+,1,15,34.02056,-116.16505,"[<div class=""fr-view"">This problem is a link-up of <a href=""https://www.mountainproject.com/route/105725467/flintlock-dyno"">Flintlock Dyno</a> (V0) and <a href=""https://www.mountainproject.com/route/105725470/chuckawalla"">Chuckawalla</a> (V1) on the Chuckawalla Boulder.  <br/> <br/> Start on <a href=""https://www.mountainproject.com/route/105725467/flintlock-dyno"">Flintlock Dyno</a> with both hands matched on the large, flat edge and then reach up and left to a couple of edges (one good edge, the other not as good). Once established on these holds work way left using creative body positioning to the big edge midway on <a href=""https://www.mountainproject.com/route/105725470/chuckawalla"">Chuckawalla</a> and finish with the last moves of that problem.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree bouldering guide but is an obvious line with good movement on solid patina edges making this another problem worthy of inclusion to a circuit of the area. </li></ul></div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
The Love Machine,Roof Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111599438/the-love-machine,2.6,-1,Boulder,V8-9,1,6,33.98392,-116.15436,"[<div class=""fr-view"">Start low in the cave and move up the juggy rails until they die out, then bust a big move out left and move straight up to top out. Many would say it's soft for the grade.</div>, <div class=""fr-view"">Middle of the roof</div>, <div class=""fr-view"">A pad or two and maybe a spotter. The landing is somewhat sloped.</div>]",0,0,0,0,0,0,1,0,1,1,0,0
Joker,Black Lichen Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106039404/joker,2.3,-1,Boulder,V1,1,15,33.98603,-116.15961,"[<div class=""fr-view"">Climbs the right side of the Black Lichen Boulder; the problem <a href=""https://www.mountainproject.com/route/106039411/ace"">Ace</a> lies about 10' to the left. <br/> <br/> The crux comes early as you press out some thin edges and you bring your feet up onto a high shelf. Once on the slab work your way up the high-angle slab via sloping edges and delicate footwork to a commiting high-step just below the top. Downclimb via a juggy crack to the left which splits the boulder into two.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
The Peanut,The Peanut Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/117537429/the-peanut,3,-1,Boulder,V7 R,1,,33.94799,-116.07514,"[<div class=""fr-view"">Start as low as possible and climb the highball face trending left over the boulder. Scary!</div>, <div class=""fr-view"">Right of the human sacrifice cove area. Pretty easy to find.</div>, <div class=""fr-view"">Lots of pads and a couple spotters! One spotter should be on the boulder keeping the pad under you.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Brief Squeeze,Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/116171449/brief-squeeze,2.7,-1,Boulder,V1-,1,8,34.01622,-116.1633,"[<div class=""fr-view"">Start on a bad pinch and sloper, go straight up to prow, and top out.</div>, <div class=""fr-view"">On Hit And Miss Boulder facing east which is just south of Caveman Boulder.</div>, <div class=""fr-view"">crashpad</div>]",0,0,0,1,0,0,0,0,1,0,1,0
Mighty Dog,The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/118194524/mighty-dog,3,-1,Boulder,V7,1,10,34.01197,-116.15127,"[<div class=""fr-view"">Refer to picture topo under Pea Brain V4.<br/><br/>There is also a sit-start from good obvious holds under Pea Brain, traversing right into Mighty Dog. Not sure of the grade.Â </div>, <div class=""fr-view"">on the asteroid boulder</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Shattery,Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/120217031/shattery,3,-1,Boulder,V2,1,15,34.0325,-116.20338,"[<div class=""fr-view""><p>Harder starting moves lead up and slightly to the right to easier balancy moves with a good topout. Really fun and varied movement, do a few laps.</p></div>, <div class=""fr-view""><p>Shares the start to the middle face route ""Unknown"", but takes the more natural path up and to the right.</p></div>, <div class=""fr-view"">A pad or two. Nice to have one for the downclimb too, located around the left corner.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
